V,I,G,P,no_module_fault,fault,partial_shading
138.85271,9.87338,842.15794,1370.9455698598,0,0,0
140.24347,9.85212,842.22075,1381.6954956564,0,0,0
138.69651,9.86301,842.23374,1367.9650650951,0,0,0
139.36568,9.84906,842.40449,1372.6209442608,0,0,0
136.87067,9.86567,842.51903,1350.3208628989,0,0,0
140.12807,9.86271,842.24651,1382.0425172697,0,0,0
138.36403,9.85152,841.94461,1363.0960088256,0,0,0
139.37479,9.7799,841.99017,1363.071508721,0,0,0
143.297,9.77384,841.73831,1400.56195048,0,0,0
141.93954,9.75712,841.60801,1384.9211245248,0,0,0
140.08971,9.73792,842.19286,1364.1823888032,0,0,0
140.94179,9.77317,842.20649,1377.4480737743,0,0,0
138.4687,9.78103,841.91757,1354.366508761,0,0,0
144.67527,9.74165,842.01572,1409.3758439955,0,0,0
141.36836,9.76772,842.18434,1380.8465573392,0,0,0
138.72668,9.80994,841.98805,1360.9004071992,0,0,0
141.49424,9.79282,842.29143,1385.6276233568,0,0,0
141.19921,9.75565,841.57267,1377.4900730365,0,0,0
142.00994,9.80315,841.67784,1392.144743311,0,0,0
140.85919,9.79389,841.49624,1379.5594123491,0,0,0
140.60597,9.77321,841.70318,1374.1716720637,0,0,0
139.25433,9.80036,841.50007,1364.7425655588,0,0,0
140.1554,9.81027,841.59417,1374.962315958,0,0,0
140.30962,9.74356,841.63037,1367.1152010472,0,0,0
139.57557,9.75186,841.68679,1361.1214180602,0,0,0
139.70317,9.78487,841.69552,1366.9773570379,0,0,0
139.74457,9.77163,841.60418,1365.5322325491,0,0,0
138.92164,9.85235,841.32421,1368.704619854,0,0,0
140.34931,9.87124,841.45791,1385.4217228444,0,0,0
140.72542,9.87043,841.30462,1389.0204073306,0,0,0
137.61424,9.84039,841.31122,1354.1777911536,0,0,0
143.04196,9.82772,841.19349,1405.7763311312,0,0,0
139.02859,9.8799,841.27971,1373.588566341,0,0,0
137.35256,9.87167,841.37382,1355.8991459752,0,0,0
140.43656,9.84407,841.58076,1382.4673271992,0,0,0
141.34959,9.83998,841.15048,1390.8771386082,0,0,0
136.50711,9.84305,841.04083,1343.6463090855,0,0,0
139.19561,9.86833,841.46388,1373.6282140313,0,0,0
140.20116,9.85872,841.46388,1382.2039801152,0,0,0
140.3982,9.83369,841.55074,1380.632375358,0,0,0
139.32463,9.85763,841.50156,1373.4106524269,0,0,0
136.83964,9.86526,841.60056,1349.9586269064,0,0,0
140.64605,9.86345,841.28227,1387.2552818725,0,0,0
140.22803,9.85601,841.14281,1382.0888659603,0,0,0
141.62791,9.84975,841.36296,1394.9995065225,0,0,0
142.97905,9.83683,841.76726,1406.4606084115,0,0,0
139.91843,9.86368,841.49943,1380.1106196224,0,0,0
139.26389,9.82177,841.2003,1367.8178968853,0,0,0
138.20429,9.84579,841.1871,1360.7304164391,0,0,0
140.10109,9.85734,841.09789,1381.0240785006,0,0,0
141.14571,9.85894,841.24948,1391.5470861474,0,0,0
137.29147,9.84053,841.35657,1351.0208292791,0,0,0
136.67581,9.82732,841.31953,1343.1569211292,0,0,0
138.83555,9.83998,840.96653,1366.139035289,0,0,0
140.52438,9.84426,841.06872,1383.3585330588,0,0,0
140.40397,9.82823,841.3802,1379.9225100731,0,0,0
141.91302,9.83921,841.24437,1396.3120055142,0,0,0
139.6396,9.84693,840.92863,1375.021366428,0,0,0
140.68007,9.82369,840.97164,1381.9973968583,0,0,0
140.14538,9.87267,840.92012,1383.6090887646,0,0,0
139.20275,9.85813,840.89521,1372.2788058575,0,0,0
136.94284,9.83368,840.74703,1346.6520668512,0,0,0
140.50985,9.82845,840.66506,1380.9940352325,0,0,0
139.08649,9.82649,840.84283,1366.7320031201,0,0,0
138.68229,9.84158,841.16623,1364.8528516182,0,0,0
138.15079,9.8244,840.80877,1357.248621276,0,0,0
134.72874,9.83062,840.73042,1324.4670460188,0,0,0
138.67515,9.7434,840.96696,1351.16745651,0,0,0
140.97277,9.75356,840.76086,1374.9863705612,0,0,0
139.08609,9.78112,840.8241,1360.4177366208,0,0,0
140.30967,9.76681,841.2514,1370.3778880527,0,0,0
139.57329,9.74426,841.13047,1360.0384268154,0,0,0
137.97122,9.76568,840.90096,1347.3827837296,0,0,0
135.60234,9.77324,841.06191,1325.2742133816,0,0,0
142.50049,9.74855,841.13111,1389.1731517895,0,0,0
139.33662,9.74475,841.01188,1357.800527745,0,0,0
136.59943,9.80169,841.38702,1338.9052670367,0,0,0
141.25797,9.77739,840.6212,1381.1342632983,0,0,0
139.50471,9.76786,840.51943,1362.6624766206,0,0,0
140.23547,9.72067,840.62865,1363.1827261649,0,0,0
138.5308,9.72965,840.73361,1347.85619822,0,0,0
139.27442,9.77469,840.80068,1361.3642804298,0,0,0
142.41779,9.78387,840.84326,1393.3971430473,0,0,0
140.25096,9.73451,840.70402,1365.2743726296,0,0,0
137.85571,9.74547,840.89648,1343.4686861337,0,0,0
138.80736,9.80121,840.99996,1360.4800849056,0,0,0
139.83593,9.78341,840.78109,1368.0722359213,0,0,0
139.71678,9.73244,841.17134,1359.7851783432,0,0,0
137.81067,9.75055,840.94311,1343.7298283685,0,0,0
139.06447,9.76959,840.98612,1358.6028554673,0,0,0
139.86275,9.73135,840.94737,1361.0533722125,0,0,0
143.10194,9.73558,840.7251,1393.1803850252,0,0,0
142.61245,9.76373,840.82261,1392.4294564385,0,0,0
139.79797,9.74215,841.13792,1361.9327934355,0,0,0
142.20648,9.71299,840.7911,1381.2501181752,0,0,0
142.44097,9.75771,840.96781,1389.8976773787,0,0,0
139.18331,9.80671,841.02785,1364.9303580101,0,0,0
140.23082,9.78989,840.23754,1372.8443024098,0,0,0
141.30874,9.83757,839.96865,1390.1346213618,0,0,0
136.12882,9.83689,840.03358,1339.0842281698,0,0,0
138.87022,9.80421,840.08596,1361.5127996262,0,0,0
139.93164,9.83066,840.4628,1375.6203760824,0,0,0
136.85184,9.85843,840.49686,1349.1442850112,0,0,0
137.45642,9.86017,840.32952,1355.3436687914,0,0,0
138.63714,9.8247,840.22285,1362.068309358,0,0,0
136.13434,9.83464,840.29865,1338.8322255376,0,0,0
139.2849,9.87497,840.18389,1375.434208953,0,0,0
141.37302,9.84266,840.69891,1391.4865690332,0,0,0
141.07298,9.86236,840.66591,1391.3125150328,0,0,0
139.18063,9.85647,840.43874,1371.8297041761,0,0,0
140.54538,9.84248,840.54817,1383.3150917424,0,0,0
137.1086,9.83796,840.57585,1348.868922456,0,0,0
139.73521,9.83855,840.52007,1374.7918503455,0,0,0
138.91268,9.88071,840.76342,1372.5559064028,0,0,0
139.31223,9.84908,840.62972,1372.0972982484,0,0,0
139.33247,9.82745,840.57095,1369.2828823015,0,0,0
139.22558,9.86631,840.5322,1373.6427322098,0,0,0
138.0648,9.80726,839.95481,1354.037390448,0,0,0
134.9518,9.81945,839.94416,1325.15245251,0,0,0
139.23069,9.85046,839.89839,1371.4863426174,0,0,0
136.38483,9.85977,840.77257,1344.7230552891,0,0,0
141.57588,9.81771,840.17602,1389.9509328348,0,0,0
136.96845,9.8215,840.17623,1345.235631675,0,0,0
140.60526,9.8694,840.12428,1387.689553044,0,0,0
137.20877,9.87362,840.12258,1354.7472556474,0,0,0
137.54368,9.85982,840.21008,1356.1559269376,0,0,0
137.77382,9.84289,839.86517,1356.0925551398,0,0,0
135.15091,9.84931,840.18113,1331.1432093721,0,0,0
138.94482,9.82732,840.3342,1365.4552084824,0,0,0
137.44913,9.82878,840.38381,1350.9572599614,0,0,0
141.29664,9.83666,839.81642,1389.8870068224,0,0,0
141.14587,9.80592,839.90201,1384.0651095504,0,0,0
138.0523,9.80299,840.09469,1353.325316377,0,0,0
138.60004,9.86608,839.95225,1367.4390826432,0,0,0
139.63717,9.85456,839.90392,1376.0628699952,0,0,0
137.96069,9.85655,839.97333,1359.8164390195,0,0,0
141.15928,9.8532,839.72381,1390.870617696,0,0,0
138.80751,9.81351,840.49814,1362.1888874601,0,0,0
140.17408,9.83195,840.31589,1378.184545856,0,0,0
140.78155,9.84204,840.34293,1385.577646362,0,0,0
138.26609,9.8357,840.88116,1359.943781413,0,0,0
138.56178,9.84005,840.75363,1363.454843289,0,0,0
136.44916,9.83221,840.52986,1341.5967954436,0,0,0
133.94802,9.83683,840.68358,1317.6239015766,0,0,0
137.96347,9.84566,840.62035,1358.3414180402,0,0,0
139.70443,9.84204,840.69593,1374.9765882372,0,0,0
141.62179,9.86301,840.89648,1396.8171309879,0,0,0
140.40574,9.82207,840.65803,1379.0750066818,0,0,0
138.92883,9.85998,840.79195,1369.8354852234,0,0,0
139.73759,9.8339,840.49282,1374.165486301,0,0,0
134.21623,9.86665,840.47621,1324.2645657295,0,0,0
136.01251,9.84176,840.65761,1338.6024804176,0,0,0
140.31296,9.83052,840.4628,1379.3493595392,0,0,0
138.85736,9.88597,840.87881,1372.7396952392,0,0,0
139.24476,9.86622,840.70232,1373.8194360072,0,0,0
139.53007,9.84363,840.52795,1373.4823829541,0,0,0
138.69535,9.85526,840.50155,1366.878735041,0,0,0
141.81954,9.91998,840.11555,1406.8470004092,0,0,0
137.70124,9.9407,840.18453,1368.846716468,0,0,0
134.70247,9.93246,840.11129,1337.9268951762,0,0,0
136.68365,9.92582,839.75595,1356.697306843,0,0,0
138.09745,9.94959,840.13024,1374.0130075455,0,0,0
136.16268,9.92997,840.2516,1352.0913275196,0,0,0
138.57478,9.95257,839.97503,1379.1751981846,0,0,0
137.27123,9.94305,839.95672,1364.8947034515,0,0,0
138.83813,9.92188,840.02421,1377.5352652844,0,0,0
140.92114,9.90433,839.83409,1395.7294745362,0,0,0
138.71291,9.92454,839.64567,1376.6618238114,0,0,0
138.91152,9.92797,839.31013,1379.1094032144,0,0,0
139.55892,9.93904,839.51197,1387.0816882368,0,0,0
140.94063,9.93509,839.63077,1400.2578437067,0,0,0
138.66058,9.95516,839.4168,1380.3882595928,0,0,0
138.0897,9.93503,839.57839,1371.925312191,0,0,0
137.67072,9.93695,839.74701,1368.027061104,0,0,0
138.82887,9.96623,839.51324,1383.6004490601,0,0,0
137.73505,9.96233,839.43553,1372.1620206665,0,0,0
137.58675,9.92009,839.52027,1364.8729428075,0,0,0
137.37564,9.94175,839.80088,1365.75426897,0,0,0
138.33108,9.94221,839.90201,1375.3166468868,0,0,0
138.0028,9.92567,839.98057,1369.770251876,0,0,0
141.52036,9.92239,839.93692,1404.2202048604,0,0,0
138.09142,9.9279,840.19347,1370.957808618,0,0,0
138.54948,9.92381,840.09171,1374.9387151188,0,0,0
140.58451,9.94176,839.64631,1397.6574581376,0,0,0
141.26719,9.95203,839.89115,1405.8953128957,0,0,0
137.62826,9.93403,839.72019,1367.2032636878,0,0,0
140.64342,9.95033,839.97163,1399.4484413286,0,0,0
139.20968,10.03031,840.55009,1396.3162454008,0,0,0
134.88038,10.02823,840.73595,1352.6114731274,0,0,0
137.53001,10.02847,840.74894,1379.2155793847,0,0,0
137.96241,10.02523,840.60906,1383.1048916043,0,0,0
133.84346,10.01645,841.02231,1340.636324917,0,0,0
136.96248,10.05464,840.74745,1377.1084299072,0,0,0
136.63526,10.06202,840.62503,1374.8267188252,0,0,0
136.6506,10.03885,840.71168,1371.81487581,0,0,0
137.31754,10.0013,840.57138,1373.353912802,0,0,0
136.63668,10.02951,840.7417,1370.3989484268,0,0,0
137.30068,10.00828,840.82048,1374.1436496304,0,0,0
135.09013,10.03048,840.65697,1355.0188471624,0,0,0
137.96145,10.04031,840.78322,1385.1757260495,0,0,0
137.98549,10.03094,840.78471,1384.1241710606,0,0,0
138.60703,10.02425,840.64717,1389.4315204775,0,0,0
139.8827,10.0129,840.77492,1400.63148683,0,0,0
135.46507,10.02985,840.47642,1358.6943323395,0,0,0
135.44984,10.04111,841.15516,1360.0667429224,0,0,0
137.93007,10.01503,840.84432,1381.3737889521,0,0,0
134.88919,10.00902,840.9446,1350.1086004938,0,0,0
135.67244,10.05277,841.38766,1363.8838346588,0,0,0
137.09838,10.05388,841.43279,1378.3706607144,0,0,0
137.02874,9.99555,841.24203,1369.677622107,0,0,0
137.42373,10.01517,841.31016,1376.3220179841,0,0,0
136.32156,10.05521,841.22947,1370.7419133276,0,0,0
136.89724,10.05209,841.40447,1376.1033772316,0,0,0
134.77799,9.99559,841.36019,1347.1855290641,0,0,0
139.90998,10.00246,841.42768,1399.4439785508,0,0,0
139.94687,10.01155,841.26119,1401.0850863485,0,0,0
136.57782,10.0247,841.05276,1369.151672154,0,0,0
137.62061,9.92907,840.806,1366.4446701327,0,0,0
139.27184,9.91996,841.29887,1381.5710819264,0,0,0
139.84646,9.9377,841.20583,1389.752165542,0,0,0
136.17913,9.95898,841.01465,1356.2052320874,0,0,0
134.35815,9.93467,841.23351,1334.8038820605,0,0,0
137.25341,9.93025,841.16772,1362.9606746525,0,0,0
138.30101,9.93729,841.14154,1374.3372436629,0,0,0
138.54492,9.95722,841.34976,1379.5222483224,0,0,0
136.14477,9.96189,841.17049,1356.2592228153,0,0,0
137.67062,9.97635,841.12514,1373.450289837,0,0,0
140.69986,9.85505,841.46962,1386.604155293,0,0,0
140.80083,9.84411,841.29568,1386.0588586113,0,0,0
138.36798,9.87783,841.53073,1366.7753838834,0,0,0
138.77036,9.89384,841.3372,1372.9717385824,0,0,0
137.2442,9.86004,841.35572,1353.233301768,0,0,0
139.65984,9.83432,841.49155,1373.4595577088,0,0,0
139.40242,9.88592,841.47835,1378.1211719264,0,0,0
141.1654,9.85875,841.28376,1391.71438725,0,0,0
139.68733,9.82741,841.1805,1372.7646637153,0,0,0
142.43611,9.86064,841.14367,1404.5112037104,0,0,0
138.7326,9.86677,841.69275,1368.842655702,0,0,0
142.18385,9.79519,841.79728,1392.7178256815,0,0,0
139.78876,9.78436,841.65868,1367.7435517936,0,0,0
136.01327,9.87502,841.66273,1343.1337615154,0,0,0
139.56069,9.87603,841.81581,1378.3055612607,0,0,0
142.5997,9.8185,841.93737,1400.11515445,0,0,0
140.54447,9.82153,841.47324,1380.3617284391,0,0,0
138.87184,9.87693,842.0319,1371.6274426512,0,0,0
136.08636,9.86418,842.02914,1342.3803505848,0,0,0
141.07025,9.81331,841.67593,1384.3660950275,0,0,0
139.78739,9.87221,841.45621,1380.0104694319,0,0,0
139.48857,9.84601,841.28482,1373.4058551057,0,0,0
138.80331,9.8236,841.4313,1363.548196116,0,0,0
139.89419,9.85398,841.70467,1378.5145503762,0,0,0
138.55155,9.83744,841.6012,1362.992560032,0,0,0
139.6436,9.83887,841.69956,1373.935226732,0,0,0
137.67057,9.89316,841.51902,1361.9969763012,0,0,0
138.37106,9.86246,841.56522,1364.6790444076,0,0,0
138.0526,9.82574,841.52455,1356.468953924,0,0,0
135.60198,9.84119,841.35678,1334.4848495562,0,0,0
139.73728,9.87091,841.61227,1379.3341145248,0,0,0
138.92858,9.8719,841.69573,1371.489048902,0,0,0
142.29713,9.85769,841.69615,1402.7209954297,0,0,0
137.81295,9.83201,841.77897,1354.9783025295,0,0,0
140.00736,9.82575,841.91821,1375.67731752,0,0,0
141.43487,9.86383,841.78621,1395.0895137521,0,0,0
135.85692,9.85243,841.8537,1338.5207943156,0,0,0
139.96575,9.84562,841.80388,1378.049587515,0,0,0
140.41632,9.86096,841.78302,1384.6397148672,0,0,0
138.07047,9.8471,842.08428,1359.593725137,0,0,0
138.97711,9.78072,841.72894,1359.2961993192,0,0,0
142.13881,9.78639,841.56011,1391.0258287959,0,0,0
140.66989,9.7664,841.74065,1373.838413696,0,0,0
140.31281,9.77613,841.26992,1371.7162712253,0,0,0
143.17447,9.78272,841.14643,1400.6357511584,0,0,0
139.12531,9.75739,841.44195,1357.4999085409,0,0,0
134.95752,9.78841,841.51561,1321.0195383432,0,0,0
137.40581,9.78908,841.48027,1345.0764665548,0,0,0
137.96605,9.77161,841.31484,1348.1504338405,0,0,0
139.09935,9.79716,841.51582,1362.778587846,0,0,0
138.14421,9.75802,841.37105,1348.0139640642,0,0,0
141.94728,9.79457,841.36147,1390.3125702696,0,0,0
141.27169,9.80325,841.02401,1384.9216949925,0,0,0
140.03307,9.76668,841.35785,1367.6581841076,0,0,0
138.37516,9.74888,841.29696,1349.0028298208,0,0,0
139.98033,9.78415,841.44514,1369.5885457695,0,0,0
140.22945,9.79538,841.14452,1373.600749941,0,0,0
139.88001,9.78796,841.34188,1369.1399426796,0,0,0
141.01766,9.75823,841.28653,1376.0827603418,0,0,0
139.20214,9.77737,841.25246,1361.0308275718,0,0,0
140.17858,9.7209,841.40724,1362.661958322,0,0,0
140.13496,9.76386,841.35402,1368.2581305456,0,0,0
140.1964,9.79943,841.07277,1373.844808052,0,0,0
139.82586,9.76562,841.43087,1365.4862149332,0,0,0
140.0766,9.75032,841.5056,1365.791674512,0,0,0
141.03036,9.7708,841.54414,1377.979441488,0,0,0
139.85633,9.78504,841.59715,1368.4997833032,0,0,0
142.75063,9.7491,841.45387,1391.690166933,0,0,0
140.35761,9.72349,841.62249,1364.7658172589,0,0,0
140.35933,9.73368,841.40469,1366.2128032344,0,0,0
138.3285,9.88253,841.23926,1367.035551105,0,0,0
139.70676,9.86206,841.08725,1377.7964495256,0,0,0
137.69532,9.82579,841.06745,1352.9652983028,0,0,0
139.55188,9.85467,841.23756,1375.2377252796,0,0,0
140.17378,9.87546,841.20094,1384.2805574388,0,0,0
140.27075,9.83252,841.3504,1379.21495479,0,0,0
141.02211,9.84073,841.20179,1387.7605085403,0,0,0
139.417,9.86489,841.12152,1375.33336913,0,0,0
137.38055,9.85565,840.89116,1353.9746176075,0,0,0
135.37893,9.84522,841.42513,1332.8353492146,0,0,0
138.61517,9.88272,840.45875,1369.8949128624,0,0,0
139.84064,9.88085,840.52837,1381.744387744,0,0,0
138.8479,9.84527,840.69124,1366.995064433,0,0,0
139.53802,9.86654,840.69635,1376.7574558508,0,0,0
139.42211,9.89109,840.53433,1379.0366379999,0,0,0
139.54424,9.89132,840.71062,1380.2767319968,0,0,0
139.06559,9.84515,840.6327,1369.1215933885,0,0,0
142.36864,9.79291,840.56286,1394.2032783424,0,0,0
140.98157,9.85962,840.36806,1390.0247072034,0,0,0
141.53605,9.87561,840.58501,1397.7548307405,0,0,0
138.04334,9.92373,841.24586,1369.9048344582,0,0,0
139.15553,9.94154,841.28674,1383.4202677162,0,0,0
138.06369,9.92478,841.11386,1370.2517492382,0,0,0
136.20277,9.90296,841.01699,1348.8105831992,0,0,0
139.08163,9.94858,841.15389,1383.6647225854,0,0,0
137.52581,9.97768,841.32485,1372.1885239208,0,0,0
138.87012,9.94709,841.30867,1381.3535819508,0,0,0
138.1841,9.92279,841.37382,1371.171805639,0,0,0
137.18356,9.94823,841.37041,1364.7336070988,0,0,0
140.66048,9.92188,841.11684,1395.6164033024,0,0,0
140.38139,9.82211,841.42236,1378.8414545329,0,0,0
139.99465,9.88562,841.43897,1383.933911933,0,0,0
136.41666,9.8881,841.50113,1348.901575746,0,0,0
139.78506,9.84445,841.49943,1376.107033917,0,0,0
139.26723,9.8002,841.45387,1364.846707446,0,0,0
141.00318,9.88295,841.68572,1393.527377781,0,0,0
140.84988,9.85876,841.4396,1388.6051629488,0,0,0
139.51327,9.80977,841.5831,1368.5930906479,0,0,0
141.1943,9.84194,841.48538,1389.625828942,0,0,0
139.5488,9.83978,841.19306,1373.129491264,0,0,0
140.39314,9.80799,841.19455,1376.9745131886,0,0,0
140.12929,9.82795,841.08448,1377.1836556555,0,0,0
141.30221,9.84759,841.11791,1391.4862301739,0,0,0
138.69565,9.84691,841.03317,1365.7235829415,0,0,0
136.2591,9.83455,841.35508,1340.046931905,0,0,0
141.46412,9.84725,841.16623,1393.03255567,0,0,0
134.90397,9.8555,841.31122,1329.546076335,0,0,0
141.02677,9.82254,841.08192,1385.2410893958,0,0,0
140.37163,9.86929,841.26013,1385.3683242427,0,0,0
137.74163,9.86959,840.83538,1359.4534140317,0,0,0
140.11015,9.8579,841.25267,1381.191847685,0,0,0
136.66118,9.89977,841.11684,1352.9142499286,0,0,0
138.28912,9.85989,841.38106,1363.5155113968,0,0,0
138.67303,9.80467,841.15261,1359.6432970501,0,0,0
139.5865,9.85836,841.10194,1376.09396814,0,0,0
138.22899,9.85493,841.17603,1362.2370204207,0,0,0
139.89115,9.822,841.37637,1374.0108753,0,0,0
137.67143,9.81762,840.94481,1351.6057845966,0,0,0
137.35545,9.855,841.46537,1353.63795975,0,0,0
137.50238,9.85715,841.40746,1355.381585017,0,0,0
138.20611,9.84783,841.10321,1361.0302762413,0,0,0
140.35933,9.82614,841.17496,1379.1904268862,0,0,0
138.69595,9.82316,841.07894,1362.432508202,0,0,0
137.38789,9.84627,840.83708,1352.7582596703,0,0,0
140.70927,9.83971,841.25565,1384.5384111117,0,0,0
140.05625,9.82019,841.01763,1375.3789856875,0,0,0
138.00087,9.83594,841.29525,1357.3682772678,0,0,0
139.05061,9.86323,841.19008,1371.4881480703,0,0,0
141.43047,9.88026,841.0849,1397.3698155222,0,0,0
140.38549,9.83493,841.01379,1380.6814671657,0,0,0
137.00733,9.82602,840.44811,1346.2367647266,0,0,0
141.51524,9.85791,840.35443,1395.0444995484,0,0,0
138.32116,9.86583,840.46088,1364.6530499628,0,0,0
139.55634,9.85437,840.56478,1375.2398102058,0,0,0
138.56795,9.84192,840.50091,1363.774678464,0,0,0
139.20098,9.84698,840.75724,1370.7092660404,0,0,0
136.73259,9.83989,840.55392,1345.4336450151,0,0,0
139.50886,9.85207,840.55456,1374.4510543402,0,0,0
142.64737,9.83804,840.58905,1403.3705319548,0,0,0
137.5698,9.82221,840.92608,1351.239465258,0,0,0
139.13953,9.87583,841.24948,1374.1183445599,0,0,0
140.7281,9.85703,841.13962,1387.161103543,0,0,0
138.51101,9.86265,841.08171,1366.0856127765,0,0,0
138.90929,9.88669,841.0749,1373.3530883501,0,0,0
138.57646,9.85081,841.02955,1365.0903779326,0,0,0
138.61846,9.85428,841.21776,1365.9851180088,0,0,0
140.28189,9.84434,840.96632,1380.9826210026,0,0,0
139.69416,9.86042,840.80834,1377.4430891472,0,0,0
138.63208,9.83785,840.84858,1363.841608228,0,0,0
138.15864,9.81241,841.35465,1355.6692207224,0,0,0
138.44628,9.85118,841.53328,1363.8592246104,0,0,0
140.88885,9.85745,841.6887,1388.8047944325,0,0,0
137.07368,9.84504,841.51987,1349.4958625472,0,0,0
139.47197,9.83514,841.07128,1371.7263510258,0,0,0
138.8066,9.84889,841.26162,1367.090934674,0,0,0
137.91443,9.84738,841.49773,1358.0957996934,0,0,0
135.34426,9.86471,841.30654,1335.1318750646,0,0,0
138.64787,9.87762,841.27907,1369.5109736694,0,0,0
141.85365,9.82295,841.34018,1393.4213112675,0,0,0
137.76755,9.83673,841.04552,1355.1821921115,0,0,0
136.95388,9.87976,841.71468,1353.0714654688,0,0,0
142.30442,9.83634,841.36722,1399.7546586228,0,0,0
141.27417,9.82465,841.36104,1387.9692742905,0,0,0
137.21277,9.85078,841.2976,1351.6528104606,0,0,0
138.58739,9.86942,841.83156,1367.7771586138,0,0,0
143.0415,9.84615,841.79664,1408.408065225,0,0,0
138.25207,9.85943,841.81155,1363.0866065201,0,0,0
140.35669,9.83559,841.34337,1380.4908565971,0,0,0
141.89222,9.84917,841.66017,1397.5205964574,0,0,0
137.84104,9.84922,841.55542,1357.6267279888,0,0,0
140.16826,9.78052,841.36871,1370.9184702952,0,0,0
138.54948,9.78302,841.15857,1355.4323338296,0,0,0
142.21604,9.75791,841.37701,1387.7313188764,0,0,0
141.94313,9.72994,841.02699,1381.0981383122,0,0,0
136.34722,9.78839,840.89244,1334.6197647758,0,0,0
142.876,9.77372,840.97781,1396.43001872,0,0,0
140.7857,9.75362,841.44088,1373.170219234,0,0,0
141.2271,9.73902,841.20945,1375.413551442,0,0,0
141.29249,9.75147,840.99612,1377.8094774603,0,0,0
140.61892,9.76919,841.23245,1373.7329470748,0,0,0
137.65164,9.8583,841.08725,1357.011162612,0,0,0
139.91899,9.87119,841.19689,1381.1669348981,0,0,0
136.29995,9.84991,841.13025,1342.5422405045,0,0,0
135.89726,9.86597,841.15729,1340.7582902422,0,0,0
139.29208,9.89272,841.17432,1377.9775456576,0,0,0
138.84678,9.84668,841.14665,1367.1798116904,0,0,0
140.41627,9.82198,841.30164,1379.1657956146,0,0,0
138.65572,9.86238,841.17773,1367.4753998136,0,0,0
139.19759,9.88386,841.24969,1375.8094918974,0,0,0
137.84584,9.83634,841.18625,1355.8985498256,0,0,0
139.17177,9.88798,841.28908,1376.1276783246,0,0,0
138.64914,9.9268,841.03956,1376.342282952,0,0,0
135.90308,9.99814,841.26481,1358.7780202712,0,0,0
137.49246,9.94898,841.16879,1367.9097346908,0,0,0
137.01218,9.92907,841.25012,1360.4035260726,0,0,0
141.41204,9.95419,841.30931,1407.6423144476,0,0,0
139.01477,9.96592,841.37637,1385.4100766384,0,0,0
137.90825,9.94451,841.23479,1371.4299712075,0,0,0
138.50281,9.9423,841.36509,1377.036487863,0,0,0
136.88018,9.94484,841.01273,1361.2514892712,0,0,0
141.43209,9.95171,841.04211,1407.4911443739,0,0,0
134.74114,9.90941,840.93651,1335.2052001274,0,0,0
136.45705,9.93295,841.14707,1355.4210547975,0,0,0
134.08504,9.95033,840.72552,1334.1903960632,0,0,0
137.59202,9.94054,840.92523,1367.7389784908,0,0,0
137.43957,9.9526,841.19753,1367.881064382,0,0,0
137.9701,9.96885,841.15176,1375.403231385,0,0,0
137.75428,9.96327,841.19327,1372.4830852956,0,0,0
139.20245,9.9388,841.02252,1383.50531006,0,0,0
135.51174,9.94515,841.10215,1347.684581061,0,0,0
137.41613,9.90607,841.76301,1361.2538029091,0,0,0
136.68228,9.90524,841.55734,1353.8707871472,0,0,0
138.65582,9.96263,842.02828,1381.3766320066,0,0,0
140.1884,9.95247,841.94036,1395.220845348,0,0,0
136.3539,9.93016,841.65379,1354.016043624,0,0,0
137.69385,9.94123,841.69935,1368.8462324355,0,0,0
134.32905,9.96564,841.75811,1338.674953842,0,0,0
135.6899,9.95856,841.54542,1351.276010544,0,0,0
138.91081,9.94482,841.62888,1381.4430015042,0,0,0
137.36744,9.95246,841.85775,1367.1439519024,0,0,0
135.96286,9.97989,841.97059,1356.8943868854,0,0,0
139.02864,9.95972,841.92694,1384.6863263808,0,0,0
138.21371,9.93329,841.89224,1372.9168634059,0,0,0
138.70724,9.95179,842.13112,1380.3853239596,0,0,0
137.27553,9.98168,842.05085,1370.2404122904,0,0,0
138.34829,9.96393,842.06512,1378.4926771797,0,0,0
138.69059,9.9406,842.1324,1378.667678954,0,0,0
138.86146,9.93238,842.08023,1379.2247880748,0,0,0
137.27796,9.95654,842.13793,1366.8134998584,0,0,0
137.69238,9.91604,842.11834,1365.3631477752,0,0,0
138.89112,9.94384,842.7,1381.1110747008,0,0,0
136.74292,9.98475,842.56289,1365.34387047,0,0,0
138.92488,9.95472,842.46112,1382.9582814336,0,0,0
138.18921,9.93274,842.27909,1372.5974937354,0,0,0
136.26472,9.96363,842.49646,1357.6912521336,0,0,0
136.95357,9.98686,842.337,1367.7361300902,0,0,0
140.23203,9.933,842.47368,1392.92475399,0,0,0
137.21636,9.91192,842.26929,1360.0775830112,0,0,0
135.50931,9.97043,842.07619,1351.0860897033,0,0,0
136.05574,9.95054,841.94994,1353.8280830996,0,0,0
134.72257,10.03118,842.51626,1351.4263497326,0,0,0
132.6267,10.03807,842.36616,1331.316098469,0,0,0
136.75238,10.0246,842.11366,1370.887908548,0,0,0
136.83413,10.01667,842.42599,1370.6223249471,0,0,0
137.11539,10.02384,842.5614,1374.4227308976,0,0,0
137.12192,10.03793,842.29229,1376.4202344256,0,0,0
135.63119,10.05607,842.26482,1363.9167408233,0,0,0
136.6302,10.07904,842.34402,1377.101251008,0,0,0
137.81619,10.02809,842.16156,1382.0331567771,0,0,0
