V,I,G,P,no_module_fault,fault,partial_shading
137.80778,9.80864,841.70659,1351.7069032192,0,0,0
141.46909,9.7966,841.73703,1385.916087094,0,0,0
141.51509,9.79118,841.96058,1385.5997189062,0,0,0
144.2326,9.76485,841.85349,1408.40970411,0,0,0
140.47204,9.78411,841.63164,1374.3938912844,0,0,0
141.5487,9.7681,841.96569,1382.66185647,0,0,0
140.05099,9.75024,841.50752,1365.5307647376,0,0,0
141.94298,9.81997,841.75619,1393.8758053106,0,0,0
140.05028,9.83181,841.80857,1376.9477434068,0,0,0
137.55299,9.77868,841.57906,1345.0866722532,0,0,0
141.79473,9.78973,841.75683,1388.1321221229,0,0,0
139.36229,9.81367,841.63888,1367.6555245043,0,0,0
138.9757,9.83477,841.93759,1366.794045089,0,0,0
140.52868,9.80194,842.34573,1377.4536896392,0,0,0
140.91871,9.80306,842.42493,1381.4345692526,0,0,0
140.16249,9.83535,842.32422,1378.5471460215,0,0,0
140.44441,9.82848,842.16476,1380.3550747968,0,0,0
140.07017,9.79195,842.20521,1371.5601011315,0,0,0
141.0288,9.82357,842.09599,1385.406288816,0,0,0
141.06468,9.79936,842.11834,1382.3435826048,0,0,0
139.48361,9.77941,842.54181,1364.0674104701,0,0,0
139.4703,9.78724,842.40364,1365.029298972,0,0,0
141.23302,9.80884,842.32507,1385.3320958968,0,0,0
138.85083,9.7731,842.01679,1357.003046673,0,0,0
139.62269,9.82092,842.15624,1371.2232686748,0,0,0
138.99625,9.82606,841.75832,1365.785492275,0,0,0
140.21822,9.79534,841.85328,1373.4851390948,0,0,0
139.71815,9.80235,841.98102,1369.5662076525,0,0,0
138.56957,9.82418,842.01849,1361.3323982026,0,0,0
138.71291,9.8134,842.14879,1361.245270994,0,0,0
140.74313,9.78156,841.85881,1376.6873706828,0,0,0
139.91899,9.81614,841.93099,1373.4643944986,0,0,0
138.66149,9.80675,841.86307,1359.8185670575,0,0,0
143.70652,9.73638,841.64144,1399.1812871976,0,0,0
141.66952,9.6945,841.88862,1373.41516164,0,0,0
139.44468,9.67736,841.78685,1349.4563684448,0,0,0
144.42063,9.72127,841.63335,1403.9519378001,0,0,0
140.30228,9.71808,841.86265,1363.4687812224,0,0,0
136.61831,9.68263,841.70233,1322.8245469553,0,0,0
144.56027,9.70239,842.22352,1402.5801180453,0,0,0
143.03067,9.72183,841.93525,1390.5198585261,0,0,0
139.58296,9.71289,841.86115,1355.7539363544,0,0,0
139.3182,9.69964,841.71957,1351.336385448,0,0,0
140.61442,9.79221,842.04745,1376.9259296682,0,0,0
140.04274,9.78775,841.68913,1370.703328435,0,0,0
141.16363,9.78705,841.81857,1381.5755049915,0,0,0
138.30334,9.81652,841.57395,1357.6575031768,0,0,0
139.8915,9.83626,841.79856,1376.00916579,0,0,0
140.70456,9.79955,841.80367,1378.841370948,0,0,0
137.89585,9.75179,841.8569,1344.7313710715,0,0,0
136.81626,9.82177,841.64825,1343.7778379802,0,0,0
138.40953,9.851,841.94355,1363.47228003,0,0,0
137.98949,9.75218,841.93184,1345.6983445882,0,0,0
140.32466,9.83889,842.10301,1380.6388940274,0,0,0
137.76911,9.80768,841.85541,1351.1953447648,0,0,0
139.92172,9.79051,842.03999,1369.9049988772,0,0,0
138.85827,9.76455,842.16689,1355.8885203285,0,0,0
141.25504,9.77916,841.74299,1381.3556369664,0,0,0
138.2626,9.83173,842.27185,1359.360552298,0,0,0
142.66291,9.79671,842.17114,1397.6271570261,0,0,0
140.99736,9.75485,842.11898,1375.408097196,0,0,0
137.06017,9.81401,842.0945,1345.1098789817,0,0,0
142.82655,9.82764,841.78792,1403.647915842,0,0,0
139.2602,9.84326,841.53754,1370.774356252,0,0,0
138.19726,9.853,841.97591,1361.65760278,0,0,0
138.89836,9.92546,841.62675,1378.6301162456,0,0,0
137.19141,9.92175,841.96314,1361.1788721675,0,0,0
137.87059,9.86392,841.85839,1359.9444701128,0,0,0
138.79769,9.87939,841.56628,1371.2365106091,0,0,0
141.51357,9.92944,841.70786,1405.1505025008,0,0,0
138.14639,9.91139,841.90437,1369.2227483821,0,0,0
140.15778,9.89011,841.8669,1386.1758615558,0,0,0
134.64503,9.89302,841.83326,1332.0459746906,0,0,0
140.19433,9.88137,842.01168,1385.3120466321,0,0,0
140.11107,9.87495,841.8207,1383.5898106965,0,0,0
139.24289,9.90591,842.13687,1379.3275364799,0,0,0
138.7282,9.86533,842.0879,1368.599473306,0,0,0
137.51954,9.83352,841.96441,1352.3011469808,0,0,0
139.54849,9.88819,842.35445,1379.8819833331,0,0,0
140.44664,9.92295,841.79643,1393.644986388,0,0,0
136.85113,9.87338,841.50795,1351.1832099194,0,0,0
138.63517,9.86156,841.90246,1367.1590470652,0,0,0
139.78304,9.87401,841.69126,1380.2191347904,0,0,0
141.68936,9.77299,841.78217,1384.7286983864,0,0,0
141.95407,9.7888,842.01934,1389.560000416,0,0,0
141.20321,9.84577,841.97612,1390.2543289217,0,0,0
140.73007,9.79985,841.67529,1379.1335764895,0,0,0
142.03859,9.75827,841.90182,1386.0509116393,0,0,0
139.74791,9.84652,842.01253,1376.0305907732,0,0,0
139.77853,9.84008,841.91119,1375.4319174824,0,0,0
139.19693,9.74858,841.82241,1356.9724078594,0,0,0
141.28202,9.77502,841.86052,1381.0345711404,0,0,0
140.489,9.85297,841.99869,1384.23390233,0,0,0
138.85974,9.82917,842.0253,1364.8759906158,0,0,0
138.41242,9.79594,841.94057,1355.8797615748,0,0,0
139.85547,9.79213,842.08641,1369.4829434511,0,0,0
143.45107,9.78289,842.19797,1403.3660381923,0,0,0
139.75793,9.79915,842.05277,1369.5089197595,0,0,0
138.77506,9.81915,842.24566,1362.653130399,0,0,0
141.24816,9.77017,842.01977,1380.0185353872,0,0,0
138.96785,9.76399,842.00699,1356.8806977215,0,0,0
144.27678,9.79055,841.91949,1412.549028429,0,0,0
138.88646,9.83007,842.06959,1365.2636238522,0,0,0
137.09236,9.77644,841.82922,1340.2752319984,0,0,0
141.93807,9.79818,842.05085,1390.7347587126,0,0,0
137.94839,9.79934,841.80303,1351.8031760626,0,0,0
143.22604,9.80807,841.7381,1404.7710261428,0,0,0
140.20339,9.80379,841.73107,1374.5245928481,0,0,0
140.69834,9.7773,841.35572,1375.649879682,0,0,0
139.88224,9.79177,841.65293,1369.6947211648,0,0,0
139.29284,9.81386,841.55117,1367.0004307624,0,0,0
139.6561,9.8022,841.84412,1368.93702342,0,0,0
140.18177,9.77278,841.69041,1369.9655982206,0,0,0
137.71319,9.863,841.59417,1358.26519297,0,0,0
135.47929,9.87254,841.67231,1337.5247096966,0,0,0
137.76891,9.89875,841.37041,1363.7399978625,0,0,0
137.92222,9.87112,841.357,1361.4467842864,0,0,0
139.55259,9.84741,841.5254,1374.2315702919,0,0,0
140.38084,9.89991,841.64186,1389.7576817244,0,0,0
139.858,9.90234,841.44386,1384.92146772,0,0,0
138.97038,9.83902,841.29866,1367.3323482276,0,0,0
139.77615,9.86388,841.55926,1378.735170462,0,0,0
138.7449,9.91397,841.39064,1375.512776253,0,0,0
141.3751,9.83696,841.81091,1390.701203696,0,0,0
141.02206,9.89631,842.07704,1395.5980225986,0,0,0
138.72521,9.90596,842.19818,1374.2063812516,0,0,0
142.57454,9.86935,842.20414,1407.118036349,0,0,0
137.55674,9.8921,842.0945,1360.725027754,0,0,0
139.22274,9.94695,842.17668,1384.841633643,0,0,0
138.29231,9.88668,842.29953,1367.2518154308,0,0,0
140.12934,9.83774,841.96697,1378.5560132916,0,0,0
140.49634,9.85703,842.30868,1384.8766382702,0,0,0
140.11835,9.89844,842.20606,1386.953080374,0,0,0
139.41351,9.89881,842.28909,1380.0278469231,0,0,0
136.57109,9.89839,842.05341,1351.8339115451,0,0,0
139.51828,9.86592,842.39363,1376.4761890176,0,0,0
138.84557,9.86748,842.14772,1370.0558850636,0,0,0
138.85336,9.92517,842.45367,1378.1432030712,0,0,0
139.12799,9.91862,842.3074,1379.9576641738,0,0,0
139.02403,9.88962,842.28505,1374.8948275686,0,0,0
139.2684,9.8636,842.26631,1373.68779024,0,0,0
137.67786,9.89844,842.33487,1362.7960365384,0,0,0
139.36441,9.88751,842.21543,1377.9669975191,0,0,0
137.69496,9.88598,841.301,1361.2496206608,0,0,0
139.9654,9.86983,841.5171,1381.434703882,0,0,0
138.4894,9.85444,841.54925,1364.735482936,0,0,0
141.95138,9.89461,841.97314,1404.5535440618,0,0,0
137.37347,9.87456,841.4758,1356.5025719232,0,0,0
141.1154,9.84748,841.25267,1389.631079192,0,0,0
139.6932,9.91257,841.53903,1384.718623524,0,0,0
137.38566,9.90867,841.159,1361.3091676722,0,0,0
139.6977,9.88613,841.43024,1381.069622901,0,0,0
138.66771,9.90057,841.28184,1372.8893695947,0,0,0
140.76495,9.89276,840.80643,1392.553866762,0,0,0
140.78549,9.84222,841.17432,1385.6417653878,0,0,0
141.4247,9.87373,840.91416,1396.389303131,0,0,0
141.07683,9.89728,841.03956,1396.2768880224,0,0,0
138.48965,9.87508,840.69912,1367.596372922,0,0,0
139.62568,9.88913,840.5222,1380.7765008584,0,0,0
141.18114,9.8987,840.85263,1397.509750518,0,0,0
138.47771,9.87755,840.94865,1367.8205044105,0,0,0
138.28446,9.86977,840.85816,1364.8358147742,0,0,0
138.67778,9.90028,840.73574,1372.9488517784,0,0,0
138.65192,9.86418,840.77832,1367.6874962256,0,0,0
137.97375,9.87538,840.78386,1362.543211275,0,0,0
139.41563,9.89035,840.8901,1378.8693761705,0,0,0
140.06374,9.89507,840.53561,1385.9405117618,0,0,0
139.7061,9.86856,840.61481,1378.698030216,0,0,0
139.36072,9.87017,840.5684,1375.5139977224,0,0,0
139.12693,9.88445,840.36124,1375.1931832385,0,0,0
134.91126,9.88965,840.70083,1334.225142459,0,0,0
135.8716,9.89443,840.49069,1344.372035188,0,0,0
136.35542,9.8726,840.9446,1346.182519492,0,0,0
138.58167,9.98243,841.01763,1383.3818200581,0,0,0
138.00695,9.98937,840.77044,1378.6024861215,0,0,0
138.33229,10.00737,841.04019,1384.3424089773,0,0,0
138.6957,9.96277,841.00954,1381.793359089,0,0,0
136.28046,9.98763,841.19093,1361.1188107098,0,0,0
136.81353,10.01758,840.74745,1370.5404818574,0,0,0
137.52166,10.00785,841.05659,1376.296145031,0,0,0
137.57111,9.96211,840.68805,1370.4985306421,0,0,0
137.11782,9.95395,840.86412,1364.863924389,0,0,0
136.62504,9.99924,841.00081,1366.1465649696,0,0,0
139.32498,9.93612,841.92588,1384.3497202776,0,0,0
138.76297,10.02608,841.76215,1391.2486382576,0,0,0
138.61933,10.00335,841.85668,1386.6576747555,0,0,0
138.4071,9.95767,841.85455,1378.212227457,0,0,0
136.01646,9.96834,841.81261,1355.8583188764,0,0,0
135.98062,9.97747,841.97314,1356.7425566314,0,0,0
138.984,9.95414,841.98315,1383.46619376,0,0,0
137.46133,9.98163,841.75853,1372.0881353679,0,0,0
141.0335,9.97812,841.94547,1407.24918702,0,0,0
138.44435,9.94571,841.79643,1376.9273562385,0,0,0
138.4811,9.8641,841.87393,1365.99141851,0,0,0
140.59291,9.91187,841.79792,1393.5386468417,0,0,0
139.28733,9.92291,841.92907,1382.1356397303,0,0,0
138.18,9.82981,841.66358,1358.2831458,0,0,0
140.52544,9.84174,841.63313,1383.0148438656,0,0,0
139.19845,9.93279,841.72937,1382.6289721755,0,0,0
137.85754,9.9109,841.72234,1366.292293186,0,0,0
140.67688,9.82958,841.82198,1382.7946461104,0,0,0
138.49618,9.84985,841.65208,1364.166598573,0,0,0
140.44259,9.9146,841.96314,1392.432102814,0,0,0
139.52141,9.91654,842.31805,1383.5696431214,0,0,0
139.12966,9.87975,842.44451,1374.566258385,0,0,0
139.95933,9.7157,842.67339,1359.802862481,0,0,0
138.35097,9.76567,842.30229,1351.0899171999,0,0,0
140.00169,9.8848,842.49135,1383.888705312,0,0,0
138.8769,9.86304,842.41173,1369.748419776,0,0,0
141.13888,9.80136,842.61697,1383.3529728768,0,0,0
141.7339,9.76198,842.45707,1383.603497122,0,0,0
138.62859,9.81367,842.51797,1360.4552348253,0,0,0
138.75831,9.82982,842.7083,1363.9692108042,0,0,0
140.96528,9.82841,842.13772,1385.4645676048,0,0,0
139.80516,9.85337,842.4988,1377.5519693892,0,0,0
138.83924,9.77567,842.28824,1357.2465932908,0,0,0
139.17071,9.78583,842.24417,1361.9009090393,0,0,0
141.13529,9.83279,842.01849,1387.7536681591,0,0,0
138.71053,9.85113,842.16071,1366.4554633989,0,0,0
140.65967,9.793,842.22288,1377.48014831,0,0,0
139.34199,9.80398,842.37532,1366.1060831202,0,0,0
139.39777,9.84408,842.39342,1372.2427997016,0,0,0
142.10555,9.793,842.1605,1391.63965115,0,0,0
140.0109,9.82142,842.39427,1375.105853478,0,0,0
141.22239,9.81525,842.38596,1386.1330634475,0,0,0
139.47531,9.79404,842.51328,1366.0267651524,0,0,0
138.63061,9.80766,842.44515,1359.6418884726,0,0,0
138.50367,9.82445,842.43621,1360.7223807315,0,0,0
140.90292,9.77771,842.71299,1377.7078899132,0,0,0
138.29651,9.7787,842.31464,1352.360082337,0,0,0
139.86518,9.80117,842.75195,1370.8424062606,0,0,0
138.99888,9.84294,842.73406,1368.1576359072,0,0,0
138.50615,9.81497,842.64571,1359.4337070655,0,0,0
138.14674,9.87453,841.88074,1364.1341285322,0,0,0
140.50079,9.8064,841.81559,1377.806947056,0,0,0
139.79574,9.78332,841.99635,1367.6664590568,0,0,0
139.62689,9.83054,841.73299,1372.6077272206,0,0,0
141.81984,9.80187,842.09641,1390.0996351008,0,0,0
143.73451,9.78153,842.18349,1405.9434216003,0,0,0
140.34455,9.78615,842.05788,1373.4328179825,0,0,0
139.1,9.83647,842.36872,1368.252977,0,0,0
138.22226,9.80903,841.92971,1355.8262950078,0,0,0
142.22404,9.79091,841.54031,1392.5027754764,0,0,0
136.39718,9.81297,842.31571,1338.4614354246,0,0,0
141.49753,9.8146,842.49284,1388.741657938,0,0,0
141.45587,9.79236,842.59142,1385.1868031532,0,0,0
139.26966,9.83073,842.54181,1369.1224246518,0,0,0
140.19726,9.84231,842.5086,1379.8648940706,0,0,0
141.78173,9.79463,842.53457,1388.6995861099,0,0,0
139.3138,9.78091,842.512,1362.615739558,0,0,0
137.45349,9.81372,842.50391,1348.9300638828,0,0,0
136.19695,9.83803,842.69574,1339.9096800085,0,0,0
139.77833,9.81175,842.62463,1371.4700293775,0,0,0
141.96475,9.72117,842.6423,1380.0634687575,0,0,0
144.05236,9.70497,843.20118,1398.0238322292,0,0,0
140.32825,9.69888,842.97997,1361.02685736,0,0,0
139.78658,9.72997,843.0515,1360.1192298026,0,0,0
142.81177,9.73739,842.94228,1390.6139010803,0,0,0
140.27759,9.68916,842.667,1359.1720139244,0,0,0
140.99326,9.7102,842.99232,1369.072753252,0,0,0
140.91031,9.74051,843.11027,1372.5382836581,0,0,0
141.38456,9.73946,843.04448,1377.0092667376,0,0,0
141.35035,9.74202,842.9046,1377.037936707,0,0,0
138.21396,9.77502,843.45432,1351.0442232792,0,0,0
139.59025,9.79407,843.61251,1367.1566798175,0,0,0
138.39627,9.78948,843.15072,1354.8275172396,0,0,0
140.15566,9.81169,843.39151,1375.1638876654,0,0,0
140.51355,9.81696,843.35319,1379.415899808,0,0,0
139.72068,9.80252,843.19266,1369.6147601136,0,0,0
138.35132,9.83314,843.21161,1360.4278987448,0,0,0
139.56358,9.84711,843.07769,1374.2979242538,0,0,0
140.31084,9.80118,843.32892,1375.2117987912,0,0,0
140.27485,9.78112,843.13773,1372.045140832,0,0,0
140.61822,9.80537,843.74451,1378.8136758414,0,0,0
139.84474,9.8078,843.73876,1371.569240972,0,0,0
139.19637,9.83005,843.74089,1368.3072769185,0,0,0
142.78353,9.79959,843.50265,1399.2200527527,0,0,0
140.84598,9.81426,843.6834,1382.2990676748,0,0,0
142.13359,9.78322,843.85564,1390.5241803598,0,0,0
139.40131,9.8084,843.49988,1367.303809004,0,0,0
138.1392,9.80221,843.99914,1354.069447632,0,0,0
136.62048,9.78174,843.845,1336.3860140352,0,0,0
140.4853,9.79088,843.80476,1375.474714064,0,0,0
143.3627,9.85741,843.81711,1413.184912607,0,0,0
139.93528,9.9152,843.72982,1387.486288256,0,0,0
139.15158,9.9035,843.40748,1378.08767253,0,0,0
138.35173,9.88722,843.59633,1367.9139918906,0,0,0
135.91392,9.89575,843.53991,1344.97017384,0,0,0
135.47494,9.90581,843.68596,1341.9890154014,0,0,0
138.42973,9.90454,843.43984,1371.0827979742,0,0,0
138.08661,9.92204,843.73344,1370.1008678844,0,0,0
136.7948,9.89071,843.7873,1352.997696308,0,0,0
140.83925,9.88143,843.53097,1391.6931901275,0,0,0
139.04787,9.90817,843.90184,1377.7099340979,0,0,0
137.58468,9.90719,843.98466,1363.0775658492,0,0,0
139.00591,9.93314,843.7311,1380.7651648574,0,0,0
138.73928,9.91504,843.75239,1375.6055107712,0,0,0
137.67568,9.86775,843.69916,1358.54919132,0,0,0
140.50059,9.86211,843.8433,1385.6322736449,0,0,0
140.13081,9.93798,843.71598,1392.6171871638,0,0,0
141.18064,9.89877,843.74046,1397.5146838128,0,0,0
138.02618,9.83685,843.98935,1357.742828733,0,0,0
137.86103,9.89223,843.70831,1363.7530167969,0,0,0
139.46478,9.88475,843.72407,1378.574484105,0,0,0
139.16292,9.87857,843.94464,1374.7306466244,0,0,0
138.98754,9.90782,844.04556,1377.0635285628,0,0,0
138.80401,9.91633,843.9127,1376.4263684833,0,0,0
139.776,9.87491,843.90035,1380.27542016,0,0,0
140.36899,9.853,844.01617,1383.05565847,0,0,0
138.36894,9.88412,843.81434,1367.6552072328,0,0,0
138.47583,9.90186,844.10389,1371.1682820438,0,0,0
137.58868,9.87577,844.00532,1358.7941582836,0,0,0
141.17922,9.83202,843.78283,1388.0769146244,0,0,0
138.44987,9.79099,843.88055,1355.5612926713,0,0,0
140.83024,9.7998,843.7592,1380.108185952,0,0,0
138.46996,9.82847,843.97104,1360.9478477612,0,0,0
139.90198,9.82349,844.05812,1374.3257015102,0,0,0
139.02747,9.77731,844.1948,1359.3146727057,0,0,0
140.78145,9.81245,843.95124,1381.4109390525,0,0,0
139.17891,9.82127,844.0051,1366.9136534157,0,0,0
143.22407,9.81516,843.95379,1405.7671629012,0,0,0
138.53445,9.77786,844.02725,1354.570457277,0,0,0
142.26853,9.76811,843.84074,1389.6946505783,0,0,0
139.75166,9.7831,843.70512,1367.204464946,0,0,0
141.5279,9.75506,843.71726,1380.613156174,0,0,0
139.36077,9.79683,843.88886,1365.2937723591,0,0,0
138.93546,9.81421,843.65402,1363.5417808866,0,0,0
141.98909,9.80795,843.94613,1392.6218952655,0,0,0
141.15523,9.7733,843.7856,1379.552409359,0,0,0
140.20809,9.81368,843.92824,1375.9573286712,0,0,0
139.88695,9.84103,843.99659,1376.6316715585,0,0,0
139.82191,9.80539,843.84287,1371.0083580949,0,0,0
142.05312,9.78099,844.06046,1389.4201461888,0,0,0
141.40789,9.78351,843.16796,1383.4655058939,0,0,0
141.66415,9.7712,843.1916,1384.22874248,0,0,0
142.86188,9.78528,843.2544,1397.9434971264,0,0,0
136.48418,9.81515,842.98295,1339.612699327,0,0,0
138.92741,9.83819,843.17201,1366.7942557879,0,0,0
140.30497,9.78402,843.30571,1372.7466325794,0,0,0
138.89735,9.78281,843.43324,1358.8063845535,0,0,0
140.19888,9.83029,843.18819,1378.1956480752,0,0,0
139.70788,9.82013,843.12921,1371.9495436244,0,0,0
140.91507,9.80783,843.10622,1382.0710509981,0,0,0
137.15082,9.87529,842.70468,1354.4041212378,0,0,0
137.89398,9.8737,842.93632,1361.523790326,0,0,0
141.13083,9.85703,842.61846,1391.1308252349,0,0,0
138.59635,9.88251,842.78026,1369.6798148385,0,0,0
139.15366,9.94055,842.84414,1383.263914913,0,0,0
137.21823,9.89181,842.98274,1357.3366596963,0,0,0
139.4995,9.87136,843.00658,1377.04978432,0,0,0
137.41603,9.89288,842.81284,1359.4402948664,0,0,0
138.99194,9.86888,843.09004,1371.6947768272,0,0,0
138.67753,9.84717,842.98785,1365.5812130901,0,0,0
138.39561,9.88679,842.75131,1368.2883329919,0,0,0
138.57539,9.88573,842.72384,1369.9188901847,0,0,0
140.1802,9.8663,842.57822,1383.05990726,0,0,0
137.66075,9.91879,842.67126,1365.4280704925,0,0,0
138.61553,9.87225,842.61633,1368.4471660425,0,0,0
142.37573,9.84447,842.69042,1401.6136027131,0,0,0
140.2333,9.83569,842.42258,1379.291266477,0,0,0
136.82092,9.90881,842.61505,1355.7325003052,0,0,0
138.08656,9.8797,842.40917,1364.253786832,0,0,0
139.18858,9.816,842.81986,1366.27510128,0,0,0
139.28348,9.9527,842.5284,1386.246691396,0,0,0
138.36798,9.89182,842.40683,1368.7111519236,0,0,0
139.69973,9.84846,842.19478,1375.8272029158,0,0,0
138.94371,9.88639,842.2925,1373.6517051069,0,0,0
138.19523,9.88592,842.30825,1366.1869881616,0,0,0
140.07397,9.87262,842.15411,1382.8970777014,0,0,0
137.65432,9.86629,842.56161,1358.1374408728,0,0,0
139.42651,9.88422,842.29825,1378.1222986722,0,0,0
138.10939,9.84277,842.41045,1359.3789606103,0,0,0
137.46305,9.85339,842.52989,1354.4770422395,0,0,0
139.23732,9.88128,841.85945,1375.8429453696,0,0,0
139.52222,9.87655,842.06278,1377.998181941,0,0,0
136.93125,9.85676,842.11025,1349.69846775,0,0,0
138.64691,9.8964,841.94674,1372.105280124,0,0,0
137.04939,9.88947,842.16305,1355.3458309233,0,0,0
138.64003,9.87347,842.17647,1368.8581770041,0,0,0
138.444,9.86287,842.16561,1365.45517428,0,0,0
137.43152,9.8946,842.33657,1359.829917792,0,0,0
137.77782,9.87272,841.82432,1360.2418390704,0,0,0
138.75239,9.84165,841.81559,1365.5524590435,0,0,0
140.06809,9.86631,841.98315,1381.9551970479,0,0,0
139.17446,9.92494,842.46474,1381.2981650324,0,0,0
142.1297,9.89176,842.75706,1405.912881272,0,0,0
142.21549,9.84212,842.18264,1399.7019184388,0,0,0
136.58556,9.85577,842.21883,1346.1558646812,0,0,0
138.19589,9.89048,842.27696,1366.8236861272,0,0,0
140.76464,9.89069,841.97591,1392.2594172016,0,0,0
136.05827,9.87076,842.49157,1342.9985291852,0,0,0
140.26534,9.88551,842.21202,1386.5944212234,0,0,0
140.21594,9.88101,842.09492,1385.4751052994,0,0,0
137.92824,9.91116,841.77897,1367.0288551584,0,0,0
138.41485,9.93773,841.80005,1375.5294072905,0,0,0
137.74072,9.8494,841.83774,1356.663447568,0,0,0
138.54285,9.86165,841.94632,1366.2610967025,0,0,0
135.92976,9.90509,841.85626,1346.3965064784,0,0,0
142.17414,9.91865,842.09748,1410.175533711,0,0,0
139.53523,9.83416,841.96974,1372.2117774568,0,0,0
139.42935,9.85095,842.15816,1373.5115553825,0,0,0
137.06427,9.91483,842.09727,1358.9689361241,0,0,0
137.81674,9.86371,841.74533,1359.3843565054,0,0,0
136.63623,9.90353,842.29676,1353.1810028919,0,0,0
139.87672,9.87128,842.21309,1380.7622686016,0,0,0
139.28307,9.85136,842.10876,1372.1276644752,0,0,0
139.34487,9.91728,842.37298,1381.9220923536,0,0,0
140.43525,9.89905,842.13389,1390.1755615125,0,0,0
138.24514,9.86564,842.30442,1363.8767829896,0,0,0
136.55727,9.86391,842.19137,1346.9886211257,0,0,0
137.7594,9.86924,842.06129,1359.580580856,0,0,0
138.41814,9.85721,842.21181,1364.4166737894,0,0,0
142.04654,9.83173,841.86754,1396.5632287142,0,0,0
136.68036,7.49016,841.73533,1023.7577652576,1,1,0
135.98149,7.49428,842.26354,1019.0833608772,1,1,0
139.72893,7.46969,842.1754,1043.7317911317,1,1,0
135.60623,7.47757,841.80197,1014.0050772611,1,1,0
132.84717,7.46854,842.22054,992.1744030318,1,1,0
138.3822,7.48143,841.78259,1035.296742546,1,1,0
139.07399,7.46997,842.03382,1038.8785330803,1,1,0
136.30425,7.48818,842.11579,1020.670758765,1,1,0
137.85607,7.50661,842.017,1034.8317536227,1,1,0
138.23,7.48402,842.03318,1034.5160846,1,1,0
140.15596,7.41776,841.91246,1039.6432738496,1,1,0
141.13843,7.40983,841.79452,1045.8117727669,1,1,0
140.75315,7.37479,841.96377,1038.0249230885,1,1,0
142.12423,7.39753,842.13112,1051.3682551519,1,1,0
140.56138,7.47353,842.18498,1050.4896902714,1,1,0
138.94528,7.45014,841.8388,1035.1617883392,1,1,0
140.28761,7.37917,841.99124,1035.2061230837,1,1,0
141.59537,7.36797,841.66613,1043.2704382989,1,1,0
139.627,7.4183,841.92694,1035.7949741,1,1,0
140.40979,7.42333,841.97676,1042.3082064007,1,1,0
140.72982,7.44193,842.14858,1047.3014693526,1,1,0
139.70975,7.43551,841.8371,1038.8132432225,1,1,0
139.41695,7.39764,841.9395,1031.356405998,1,1,0
140.40291,7.39906,841.78941,1038.8495552646,1,1,0
139.61257,7.43365,841.71744,1037.8309809805,1,1,0
139.40865,7.39957,841.86414,1031.5640642805,1,1,0
142.60521,7.38965,842.07427,1053.8025900765,1,1,0
139.70418,7.40133,841.76237,1033.9967385594,1,1,0
140.93066,7.40584,841.99528,1043.7099190544,1,1,0
139.93043,7.37711,841.76322,1032.2821744573,1,1,0
138.6625,7.44421,841.23607,1032.232769125,1,1,0
139.52627,7.43927,841.83177,1037.9735946229,1,1,0
139.23757,7.45542,841.78451,1038.0745641294,1,1,0
136.11814,7.46191,841.55053,1015.7013100474,1,1,0
136.18723,7.4638,841.96654,1016.474247274,1,1,0
135.88005,7.45811,841.40107,1013.4083597055,1,1,0
138.31757,7.44077,841.68423,1029.1892253289,1,1,0
139.25498,7.44449,841.48517,1036.6823060602,1,1,0
135.64101,7.48641,841.58523,1015.4642136741,1,1,0
138.29646,7.46885,841.71893,1032.915515271,1,1,0
138.59533,7.38895,841.46622,1024.0739636035,1,1,0
139.53614,7.43388,841.07809,1037.2949204232,1,1,0
138.89821,7.39821,841.22031,1027.5981262041,1,1,0
141.20518,7.37044,841.3653,1040.7443068792,1,1,0
141.27194,7.41277,841.17582,1047.2163986738,1,1,0
138.82127,7.44107,841.34955,1032.9787875589,1,1,0
138.79956,7.40803,841.42257,1028.2313044668,1,1,0
140.08824,7.39402,841.2218,1035.8152483248,1,1,0
139.58053,7.40194,841.4907,1033.1667082282,1,1,0
140.00037,7.39846,841.43939,1035.7871374302,1,1,0
140.35361,7.32726,840.92012,1028.4073924086,1,1,0
139.75986,7.32714,840.76172,1024.0400606004,1,1,0
140.74025,7.35535,840.70892,1035.1937978375,1,1,0
141.17871,7.35399,840.92076,1038.2268215529,1,1,0
138.91739,7.33399,841.0666,1018.8187490861,1,1,0
143.01068,7.31825,841.04296,1046.58790891,1,1,0
139.01275,7.36324,841.02976,1023.58424131,1,1,0
139.50932,7.34779,840.51688,1025.0851864028,1,1,0
141.62573,7.33744,840.96036,1039.1702963312,1,1,0
141.51621,7.32084,840.56073,1036.0175308164,1,1,0
140.03044,7.36852,839.98206,1031.8170977488,1,1,0
141.21996,7.34451,839.90328,1037.1914084196,1,1,0
141.20893,7.32197,839.91393,1033.9275491921,1,1,0
141.58469,7.37737,840.00548,1044.5226444653,1,1,0
141.49834,7.3625,839.81812,1041.78152825,1,1,0
137.52318,7.32188,839.93714,1006.9282211784,1,1,0
138.13369,7.33414,839.80279,1013.0918211766,1,1,0
141.37666,7.3576,840.28843,1040.192913616,1,1,0
140.09669,7.34431,840.38573,1028.9135213339,1,1,0
141.07172,7.31245,839.81386,1031.579898914,1,1,0
141.36492,7.30835,839.97652,1033.144313082,1,1,0
143.41296,7.27799,839.99867,1043.7580887504,1,1,0
141.51312,7.26195,839.90392,1027.661201784,1,1,0
143.70662,7.28078,840.27246,1046.2962847636,1,1,0
